LSOACODE,AVEPRICE,AVEINCOME,IMDSCORE,PTAINDEX
E01002454,338386.82,42990,21.7,0.5
E01002455,300553.68,42383.33,21.5,4.42
E01002456,314524.28,43353.33,18.9,3.51
E01002457,286598.24,39686.67,27.5,3.72
E01002458,609323.77,59433.33,4.9,1.81
E01002459,599385.5,58563.33,3.3,2.33
E01002460,568637.53,55700,5.4,8.37
E01002461,787755.8,61060,9.1,0.96
E01002462,557957.65,59700,5.6,2.05
E01002463,638543.67,59193.33,7.3,5.49
E01002464,451060.03,54936.67,5.9,4.99
E01002465,358207.92,48643.33,11.1,7.99
E01002466,420813.86,52290,4.8,5.12
E01002467,399455.8,50026.67,6.7,8.93
E01002468,413058.76,52546.67,6,7.83
E01002469,419556.26,52410,5.8,9.64
E01002470,442935.27,51443.33,12.1,12.52
E01002471,466876.67,52750,6.2,9.95
E01002472,489252.89,50696.67,10.8,7.28
E01002473,1452872.47,67653.33,13.1,0.95
E01002474,473177.12,52130,11.7,2.98
E01002475,684186.56,53503.33,15.4,3.29
E01002476,818816.12,64393.33,4.8,4.29
E01002477,531131.78,57703.33,9.5,4.97
E01002478,493925.91,53063.33,9.1,8.96
E01002479,408520.14,48493.33,16.6,2.68
E01002480,569961.63,54986.67,3.3,2.35
